open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore,date
1646186400000.0,44027.69,44288.16,43847.35,44224.41,1642.13821,1646189999999.0,72359325.0399543,42437.0,808.32253,35624616.0663855,0.0,2022-03-02 03:59:59.999
1646190000000.0,44224.4,44554.21,44084.67,44324.65,2233.24385,1646193599999.0,98986500.8111888,70609.0,1247.95104,55310047.9467663,0.0,2022-03-02 04:59:59.999
1646193600000.0,44324.64,44534.79,44136.47,44248.56,2187.02123,1646197199999.0,97063732.889644,59092.0,1157.11462,51365221.3641606,0.0,2022-03-02 05:59:59.999
1646197200000.0,44248.57,44355.29,44075.36,44269.18,1385.05541,1646200799999.0,61253609.186638,41683.0,614.31405,27170798.4305798,0.0,2022-03-02 06:59:59.999
1646200800000.0,44269.18,44375.61,43880.61,43927.27,1467.93104,1646204399999.0,64726511.0416156,52219.0,670.88282,29583088.1149525,0.0,2022-03-02 07:59:59.999
1646204400000.0,43927.27,43987.03,43653.63,43973.09,2144.40257,1646207999999.0,93997206.0604923,65471.0,1057.36185,46346322.5538755,0.0,2022-03-02 08:59:59.999
1646208000000.0,43973.09,44295.39,43738.27,43839.99,2154.88752,1646211599999.0,94878855.614853,62160.0,1022.75676,45037038.4061619,0.0,2022-03-02 09:59:59.999
1646211600000.0,43840.0,44164.26,43760.12,43907.5,2180.17547,1646215199999.0,95757805.247736,56821.0,939.74362,41289479.8779173,0.0,2022-03-02 10:59:59.999
1646215200000.0,43907.5,44341.25,43854.55,44139.45,1548.57015,1646218799999.0,68347608.6116147,64142.0,791.81629,34951836.6650356,0.0,2022-03-02 11:59:59.999
1646218800000.0,44139.45,44246.23,43987.12,44103.28,1269.24679,1646222399999.0,55990829.3953062,53630.0,609.52466,26889453.4957035,0.0,2022-03-02 12:59:59.999
1646222400000.0,44103.29,44350.0,43784.85,44005.36,2073.4684,1646225999999.0,91247667.3292342,56707.0,910.03023,40059914.583012,0.0,2022-03-02 13:59:59.999
1646226000000.0,44005.37,44040.48,43334.09,43525.3,3370.19039,1646229599999.0,146904933.2935464,100960.0,1475.98266,64334996.0259277,0.0,2022-03-02 14:59:59.999
1646229600000.0,43525.29,44867.05,43496.53,44819.4,5449.69334,1646233199999.0,241705081.2366127,137325.0,3010.17293,133557771.5427808,0.0,2022-03-02 15:59:59.999
1646233200000.0,44819.39,45400.0,43800.0,44126.52,10466.25009,1646236799999.0,465617203.4923647,260261.0,5255.38488,233991858.6701469,0.0,2022-03-02 16:59:59.999
1646236800000.0,44126.51,44498.02,43954.94,44243.19,2749.64501,1646240399999.0,121768832.6020758,76567.0,1372.10572,60766316.830209,0.0,2022-03-02 17:59:59.999
1646240400000.0,44243.19,44438.1,43715.99,43750.18,2129.97561,1646243999999.0,93885993.5415643,58688.0,907.27986,40003074.9910607,0.0,2022-03-02 18:59:59.999
1646244000000.0,43750.19,43934.4,43545.57,43600.0,1768.43712,1646247599999.0,77347366.5400244,48108.0,811.6529,35503739.0037151,0.0,2022-03-02 19:59:59.999
1646247600000.0,43599.99,43817.0,43433.0,43704.42,1829.06507,1646251199999.0,79784747.6884079,46465.0,1045.17199,45601201.4583427,0.0,2022-03-02 20:59:59.999
1646251200000.0,43704.41,43899.0,43681.3,43803.31,1082.50232,1646254799999.0,47377258.3408146,33094.0,584.58892,25584008.536496,0.0,2022-03-02 21:59:59.999
